gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
CDKN3,1027,1033,14,+,2,824,23261,8,54863673,54886934
CDNF,134639,441549,10,-,1,1326,18732,4,14861251,14879983
CDO1,1030,1036,5,-,1,1609,11975,5,115140430,115152405
CDON,30420,50937,11,-,1,8027,106474,20,125826713,125933187
CDR1,1032,1038,X,-,1,1298,1298,1,139865425,139866723
CDR2,1033,1039,16,-,1,2697,28681,5,22357257,22385938
CDR2L,29841,30850,17,+,1,3528,18165,5,72983727,73001892
CDRT1,119455,374286,17,-,1,2751,31041,12,15491977,15523018
CDRT15,80554,146822,17,-,1,564,977,3,14139173,14140150
CDRT15L1,NA,NA,17,+,1,568,986,3,15668017,15669003
CDRT15L2,90332,256223,17,+,1,1046,1187,2,20483037,20484224
CDRT15P,NA,NA,17,+,1,1100,1100,1,13927815,13928915
CDRT4,94155,284040,17,-,1,2485,31587,4,15339338,15370925
CDRT7,60794,94150,17,+,1,764,982,3,14934292,14935274
CDS1,1034,1040,4,+,1,4525,68436,13,85504057,85572493
CDS2,8688,8760,20,+,1,2691,64507,13,5107482,5171989
CDSN,1035,1041,6,-,1,2581,5387,2,31082865,31088252
CDT1,57302,81620,16,+,1,2665,5480,10,88870186,88875666
CDV3,34862,55573,3,+,3,3630,16684,5,133292434,133309118
CDX1,1038,1044,5,+,1,1769,17777,3,149546344,149564121
CDX2,1039,1045,13,-,1,2087,7039,3,28536278,28543317
CDX4,1040,1046,X,+,1,852,7331,3,72667090,72674421
CDY1,8962,9085,Y,-,4,2292,2502,2,26980102,26982323
CDY1B,90092,253175,Y,-,4,2292,2502,2,26980102,26982323
CDY2A,83756,203611,Y,-,2,1959,1959,1,20063904,20065863
CDY2B,NA,NA,Y,-,2,1959,1959,1,20063904,20065863
CDYL,9289,9425,6,+,4,3355,149272,7,4806506,4955778
CDYL2,78989,124359,16,-,1,2228,200499,7,80637676,80838175
CEACAM1,631,634,19,-,5,3315,21203,8,43011458,43032661
CEACAM16,123022,388551,19,+,1,1685,11565,7,45202421,45213986
CEACAM18,182390,729767,19,+,1,1192,6773,5,51979838,51986611
CEACAM19,36250,56971,19,+,2,2238,12903,8,45174724,45187627
CEACAM20,79082,125931,19,-,4,1642,23337,11,45010211,45033548
CEACAM21,59876,90273,19,+,2,1350,10666,7,42082531,42093197
CEACAM22P,123021,388550,19,-,1,3008,19105,8,45041045,45060150
CEACAM3,1076,1084,19,+,1,1144,15057,7,42300534,42315591
CEACAM4,1081,1089,19,-,1,1198,8098,7,42125344,42133442
CEACAM5,1042,1048,19,+,1,3590,21907,10,42212530,42234437
CEACAM6,4654,4680,19,+,1,2625,16715,6,42259398,42276113
CEACAM7,1079,1087,19,-,1,2284,14861,5,42177235,42192096
CEACAM8,1080,1088,19,-,1,2297,14687,6,43084395,43099082
CEBPA,1043,1050,19,-,1,2590,2590,1,33790840,33793430
CEBPB,1044,1051,20,+,1,1836,1836,1,48807376,48809212
CEBPD,1045,1052,8,-,1,1250,1250,1,48649476,48650726
CEBPE,1046,1053,14,-,1,1199,1959,2,23586515,23588474
CEBPG,1047,1054,19,+,1,3734,8983,2,33864609,33873592
CEBPZ,10008,10153,2,-,1,3311,29965,16,37428775,37458740
CECR1,31296,51816,22,-,2,3491,25469,8,17660193,17685662
CECR2,27187,27443,22,+,1,5618,77217,18,17956628,18033845
CECR4,NA,NA,22,+,2,481,6056,2,17640279,17646335
CECR5,27184,27440,22,-,2,1756,24763,8,17618410,17643173
CECR6,27183,27439,22,-,2,4492,5046,2,17597189,17602235
CECR7,27182,100130418,22,+,1,2722,22222,4,17517460,17539682
CEL,1049,1056,9,+,1,2373,9883,11,135937365,135947248
CELA1,1975,1990,12,-,1,944,18236,8,51722227,51740463
CELA2A,40458,63036,1,+,1,912,15363,8,15783223,15798586
CELA2B,30515,51032,1,+,1,915,15299,8,15802596,15817895
CELA3A,9991,10136,1,+,1,899,10886,8,22328149,22339035
CELA3B,23191,23436,1,+,1,995,12429,8,22303418,22315847
CELF1,NA,NA,11,-,5,4688,28584,14,47487489,47516073
CELF2,NA,NA,10,+,4,8024,245229,15,11133443,11378672
CELF3,11029,11189,1,-,3,5339,16348,13,151672534,151688882
CELF4,NA,NA,18,-,4,4036,322992,13,34823008,35146000
CELF5,NA,NA,19,+,3,1840,72371,13,3224702,3297073
CELF6,NA,NA,15,-,3,3069,35219,12,72577068,72612287
CELP,1050,1057,9,+,1,980,4552,5,135957926,135962478
CELSR1,9476,9620,22,-,1,11354,176336,35,46756731,46933067
CELSR2,1939,1952,1,+,1,10506,25737,34,109792641,109818378
CELSR3,1938,1951,3,-,1,11927,26452,35,48673896,48700348
CEMP1,1001644,752014,16,-,1,1373,1373,1,2580036,2581409
CEND1,30767,51286,11,-,1,1644,3016,2,787110,790126
CENPA,1051,1058,2,+,2,1385,8572,4,27008882,27017455
CENPB,1052,1059,20,-,1,2839,2839,1,3764498,3767337
CENPBD1,NA,NA,16,-,1,3057,3057,1,90036183,90039240
CENPC1,1053,1060,4,-,1,3330,73267,19,68337989,68411256
CENPE,1055,1062,4,-,1,8563,92603,49,104026963,104119566
CENPF,1056,1063,1,+,1,10276,61382,20,214776532,214837914
CENPH,41470,64946,5,+,1,1380,20809,9,68485375,68506184
CENPI,2475,2491,X,+,1,2542,63180,21,100354798,100417978
CENPJ,35123,55835,13,-,1,5156,40673,17,25456412,25497085
CENPK,40738,64105,5,-,1,1720,45402,11,64813593,64858995
CENPL,60083,91687,1,-,3,2530,25089,6,173768688,173793777
CENPM,54859,79019,22,-,3,833,8407,5,42334741,42343148
CENPN,35127,55839,16,+,3,2251,24987,11,81040103,81065090
CENPO,55011,79172,2,+,2,4092,28992,8,25016253,25045245
CENPP,125683,401541,9,+,1,3405,289696,8,95087741,95377437
CENPQ,34455,55166,6,+,1,1719,29724,9,49431096,49460820
CENPT,55953,80152,16,-,1,2329,19301,16,67862060,67881361
CENPV,83613,201161,17,-,1,1159,10964,5,16245848,16256812
CENPVL1,123617,389857,X,+,2,1301,1301,1,51439036,51440336
CENPW,NA,NA,6,+,1,547,8501,3,126661253,126669754
CEP110,10906,11064,9,+,1,7389,89312,42,123850574,123939886
CEP120,81110,153241,5,-,2,4650,78707,20,122680579,122759286
CEP135,9518,9662,4,+,1,5644,84490,26,56815037,56899527
CEP152,22750,22995,15,-,2,5526,73208,26,49030135,49103343
CEP164,22653,22897,11,+,1,5595,85411,33,117198571,117283982
CEP170,9715,9859,1,-,3,6871,130978,19,243287730,243418708
CEP170P1,NA,NA,4,+,1,1062,37864,8,119437495,119475359
CEP192,34414,55125,18,+,1,7931,133690,45,12991361,13125051
CEP250,11030,11190,20,+,1,8289,56580,35,34043223,34099803
CEP290,55985,80184,12,-,1,7901,93203,54,88442790,88535993
CEP350,9713,9857,1,+,1,13418,160107,38,179923908,180084015
CEP55,34454,55165,10,+,2,2568,32470,9,95256379,95288849
CEP57,9558,9702,11,+,1,3147,42212,11,95523642,95565854
CEP57L1,NA,NA,6,+,2,2698,51684,12,109433432,109485115
CEP63,56055,80254,3,+,4,5296,79134,12,134204736,134283870
CEP68,22932,23177,2,+,1,5855,30647,7,65283495,65314142
CEP70,56122,80321,3,-,1,2644,99942,18,138213187,138313129
CEP72,35011,55722,5,+,1,2402,41261,12,612405,653666
CEP76,55761,79959,18,-,1,2857,30072,12,12672631,12702703
CEP78,58342,84131,9,+,2,2710,30992,16,80850991,80881983
CEP97,55401,79598,3,+,1,4400,42687,11,101443494,101486181
CEPT1,10243,10390,1,+,2,2223,45183,9,111682541,111727724
CER1,9215,9350,9,-,1,1203,2983,2,14719732,14722715
CERCAM,30630,51148,9,+,1,2676,16871,13,131182759,131199630
CERK,41354,64781,22,-,1,4432,53845,13,47080307,47134152
CERKL,119570,375298,2,-,7,3134,120433,12,182401401,182521834
CES1,1058,1066,16,-,3,1995,30311,14,55836764,55867075
CES1P1,NA,NA,16,+,1,2241,14315,6,55794511,55808826
CES1P2,123987,390732,16,+,1,1581,25286,14,55758837,55784123
CES2,8747,8824,16,+,3,3926,10647,12,66968347,66978994
CES3,23246,23491,16,+,3,3873,13920,13,66995132,67009052
CES4A,NA,NA,16,+,3,2153,9243,12,67034416,67043659
CES5A,NA,NA,16,-,3,2161,29216,13,55880066,55909282
CETN1,1060,1068,18,+,1,1155,1155,1,580369,581524
CETN2,1061,1069,X,-,1,1075,3430,5,151995871,151999301
CETN3,1062,1070,5,-,1,976,16074,5,89689529,89705603
CETN4P,170270,729338,4,-,1,626,2269,3,123651344,123653613
CETP,1063,1071,16,+,1,1701,21921,16,56995835,57017756
CFB,626,629,6,+,1,2609,6140,18,31913721,31919861
CFC1,35282,55997,2,+,2,1003,6747,6,131314586,131321332
CFC1B,159131,653275,2,+,2,1154,6898,6,131314510,131321408
CFD,1663,1675,19,+,1,1154,3945,5,859665,863610
CFDP1,10281,10428,16,-,1,1272,139779,7,75327608,75467387
CFH,3057,3075,1,+,2,2960,72656,16,196621008,196693664
CFHR1,3060,3078,1,+,1,1291,12458,6,196788861,196801319
CFHR2,3062,3080,1,+,1,1031,15422,5,196912934,196928356
CFHR3,10720,10878,1,+,2,1543,19273,6,196743930,196763203
CFHR4,10719,10877,1,+,1,1286,30551,6,196857212,196887763
CFHR5,57204,81494,1,+,1,2818,32136,10,196946667,196978803
CFI,3406,3426,4,-,1,2148,61487,13,110661848,110723335
CFL1,1064,1072,11,-,1,1253,3519,4,65622285,65625804
CFL2,1065,1073,14,-,5,3120,4441,4,35179588,35184029
CFLAR,8760,8837,2,+,3,1953,45454,10,201980890,202028841
CFLP1,NA,NA,10,+,1,2116,27299,4,89578070,89605369
CFP,5167,5199,X,-,2,1646,5924,10,47483612,47489536
CFTR,1072,1080,7,+,1,6104,188701,27,117120017,117308718
CG030,78141,116828,13,-,1,4889,4889,1,33078643,33083532
CGA,1073,1081,6,-,1,700,9602,4,87795222,87804824
CGB,1074,1082,19,-,1,876,1466,3,49526127,49527593
CGB1,77186,114335,19,-,1,729,1365,3,49538826,49540191
CGB2,77187,114336,19,+,1,729,1365,3,49535130,49536495
CGB5,60311,93659,19,+,1,877,1466,3,49547102,49548568
CGB7,60675,94027,19,-,1,877,1466,3,49557531,49558997
CGB8,60761,94115,19,-,1,884,1473,3,49550895,49552368
CGGBP1,8479,8545,3,-,3,4516,7046,4,88101100,88108146
CGN,36803,57530,1,+,1,5080,27305,21,151483862,151511167
CGNL1,59142,84952,15,+,1,7199,174216,19,57668705,57842921
CGREF1,10522,10669,2,-,4,1587,18422,6,27322842,27341884
CGRRF1,10521,10668,14,+,1,1317,28747,6,54976587,55005334
CH25H,8903,9023,10,-,1,1377,1377,1,90965694,90967071
CHAC1,54933,79094,15,+,2,1489,3081,4,41245636,41248717
CHAC2,142303,494143,2,+,1,1272,7358,3,53994929,54002287
CHAD,1093,1101,17,-,1,1691,4374,4,48541853,48546227
CHADL,80879,150356,22,-,1,2527,11421,6,41625514,41636935
CHAF1A,9891,10036,19,+,1,3328,40734,15,4402660,4443394
CHAF1B,8157,8208,21,+,1,2265,31436,14,37757689,37789125
CHAT,1095,1103,10,+,7,2443,51067,15,50822083,50873150
CHCHD1,78711,118487,10,+,1,841,1598,3,75541808,75543406
CHCHD10,125339,400916,22,-,1,678,2120,4,24108021,24110141
CHCHD2,30624,51142,7,-,1,811,4921,4,56169266,56174187
CHCHD3,34216,54927,7,-,1,1582,297205,8,132469623,132766828
CHCHD4,79473,131474,3,-,2,1516,12794,4,14153577,14166371
CHCHD5,58479,84269,2,+,1,669,4581,4,113342036,113346617
CHCHD6,58513,84303,3,+,1,938,256126,8,126423118,126679244
CHCHD7,54984,79145,8,+,6,1671,6861,5,57124315,57131176
CHCHD8,30768,51287,11,-,1,814,4177,2,73583713,73587890
CHD1,1097,1105,5,-,1,6422,71330,35,98190908,98262238
CHD1L,9415,9557,1,+,1,2987,53152,23,146714291,146767443
CHD2,1098,1106,15,+,2,5773,88299,26,93443551,93531850
CHD3,1099,1107,17,+,3,7285,23906,40,7792169,7816075
CHD4,1100,1108,12,-,1,6457,37303,40,6679248,6716551
CHD5,25787,26038,1,-,1,9621,78347,42,6161847,6240194
CHD6,58392,84181,20,-,1,10352,215963,37,40031170,40247133
CHD7,34925,55636,8,+,1,10406,188126,38,61591339,61779465
CHD8,36953,57680,14,-,2,7815,49309,38,21853353,21902662
CHD9,56006,80205,16,+,1,11423,272469,39,53088945,53361414
CHDH,34638,55349,3,-,1,3697,30096,9,53850324,53880420
CHEK1,1103,1111,11,+,3,2664,30604,13,125495036,125525640
CHEK2,11040,11200,22,-,3,1843,54091,15,29083731,29137822
CHERP,10376,10523,19,-,1,4078,24563,17,16628700,16653263
CHFR,35032,55743,12,-,5,3227,47266,18,133416938,133464204
CHGA,1105,1113,14,+,1,2035,12193,8,93389445,93401638
CHGB,1106,1114,20,+,1,2645,14031,5,5891974,5906005
CHI3L1,1108,1116,1,-,1,1827,7863,10,203148059,203155922
CHI3L2,1109,1117,1,+,3,1459,15781,10,111770281,111786062
CHIA,26904,27159,1,+,2,1485,29674,10,111833511,111863185
CHIC1,32824,53344,X,+,1,6903,123953,6,72782984,72906937
CHIC2,26259,26511,4,-,1,1117,54830,6,54875958,54930788
CHID1,41848,66005,11,-,5,3385,43015,13,867859,910874
CHIT1,1110,1118,1,-,1,2296,13653,11,203185207,203198860
CHKA,1111,1119,11,-,2,2678,68532,12,67820326,67888858
CHKB,1112,1120,22,-,1,1618,4041,11,51017387,51021428
CHKB-CPT1B,122038,386593,22,-,1,4246,14138,30,51007290,51021428
CHL1,10594,10752,3,+,1,7621,212447,28,238650,451097
CHM,1113,1121,X,-,2,4129,132424,10,85170142,85302566
CHML,1114,1122,1,-,1,7065,7065,1,241792167,241799232
CHMP1A,5087,5119,16,-,2,2338,13285,6,89710844,89724129
CHMP1B,36410,57132,18,+,1,3059,3059,1,11851389,11854448
CHMP2A,26988,27243,19,-,2,898,3488,6,59062933,59066420
CHMP2B,25727,25978,3,+,1,2622,28285,6,87276413,87304698
CHMP4A,28818,29082,14,-,1,1350,4249,6,24678787,24683036
CHMP4B,79346,128866,20,+,1,1642,43063,5,32399110,32442173
CHMP4C,60180,92421,8,+,1,1840,27060,5,82644688,82671748
CHMP5,30990,51510,9,+,2,2006,17190,8,33264877,33282067
CHMP6,55446,79643,17,+,1,1656,8292,8,78965641,78973933
CHMP7,60098,91782,8,+,1,3399,18362,11,23101150,23119512
CHN1,1115,1123,2,-,2,2598,206128,13,175664042,175870170
CHN2,1116,1124,7,+,2,3125,177140,10,29376804,29553944
CHODL,79951,140578,21,+,1,2539,22537,6,19617150,19639687
CHORDC1,26718,26973,11,-,2,3346,22935,10,89933597,89956532
CHP,NA,NA,15,+,1,3221,50646,7,41523437,41574083
CHP2,NA,NA,16,+,1,2359,4308,7,23765948,23770256
CHPF,55389,79586,2,-,2,2809,4484,4,220403669,220408153
CHPF2,NA,NA,7,+,1,3966,6320,4,150929585,150935905
CHPT1,36273,56994,12,+,1,1558,31429,9,102091417,102122846
CHRAC1,33401,54108,8,+,2,2427,5844,2,141521408,141527252
CHRD,8577,8646,3,+,1,3498,9756,23,184097861,184107617
CHRDL1,60108,91851,X,-,4,4008,122202,12,109917084,110039286
CHRDL2,25633,25884,11,-,1,1666,34712,12,74407474,74442186
CHRFAM7A,59769,89832,15,-,2,2816,32421,10,30653443,30685864
CHRM1,1120,1128,11,-,1,2821,12861,2,62676151,62689012
CHRM2,1121,1129,7,+,8,2498,147939,4,136553832,136701771
CHRM3,1123,1131,1,+,1,2740,280344,5,239792373,240072717
CHRM4,1124,1132,11,-,1,1467,1467,1,46406640,46408107
CHRM5,1125,1133,15,+,1,3036,96198,3,34261089,34357287
CHRNA1,1126,1134,2,-,2,2009,16877,10,175612323,175629200
CHRNA10,36331,57053,11,-,1,1940,5797,5,3686817,3692614
CHRNA2,1127,1135,8,-,1,4060,19535,7,27317278,27336813
CHRNA3,1128,1136,15,-,2,2668,27116,6,78886521,78913637
CHRNA4,1129,1137,20,-,1,5481,18030,6,61974665,61992695
CHRNA5,1130,1138,15,+,1,3617,29749,6,78857862,78887611
CHRNA6,8873,8973,8,-,2,2355,16149,6,42607780,42623929
CHRNA7,1131,1139,15,+,2,3374,139693,10,32322691,32462384
CHRNA9,34873,55584,4,+,1,1887,19504,5,40337469,40356973
CHRNB1,1132,1140,17,+,1,2426,12526,11,7348406,7360932
CHRNB2,1133,1141,1,+,1,5712,12096,6,154540257,154552353
CHRNB3,1134,1142,8,+,1,1947,39647,6,42552562,42592209
CHRNB4,1135,1143,15,-,1,2442,16951,6,78916636,78933587
CHRND,1136,1144,2,+,1,1729,9283,12,233390922,233400205
CHRNE,1137,1145,17,-,1,2448,5305,12,4801064,4806369
CHRNG,1138,1146,2,+,1,2175,6601,12,233404437,233411038
CHST1,8468,8534,11,-,1,2714,16745,4,45670427,45687172
CHST10,9346,9486,2,-,1,2808,25769,7,101008322,101034091
CHST11,30005,50515,12,+,2,5758,305100,3,104850692,105155792
CHST12,34790,55501,7,+,1,2067,30957,2,2443259,2474216
CHST13,81673,166012,3,+,1,1736,18958,3,126243176,126262134
CHST14,76648,113189,15,+,1,2197,2197,1,40763160,40765357
CHST15,30844,51363,10,-,2,4156,78754,7,125773176,125851930
CHST2,9299,9435,3,+,1,3041,3144,2,142838668,142841812
CHST3,9329,9469,10,+,1,6970,49202,3,73724120,73773322
CHST4,10019,10164,16,+,2,2148,12404,2,71560088,71572493
CHST5,23317,23563,16,-,1,3247,6640,3,75562428,75569068
CHST6,4141,4166,16,-,1,6882,21904,3,75507022,75528926
CHST7,35828,56548,X,+,1,2309,24646,2,46433192,46457838
CHST8,40978,64377,19,+,3,2221,151541,4,34112873,34264414
CHST9,57782,83539,18,-,1,2240,269694,6,24495595,24765289
CHSY1,22612,22856,15,-,1,4547,76209,3,101715928,101792137
CHSY3,109216,337876,5,+,1,3489,281804,3,129240523,129522327
CHTF18,40565,63922,16,+,1,3068,9452,22,838622,848074
CHTF8,34210,54921,16,-,3,2884,14581,4,69151912,69166493
CHUK,1139,1147,10,-,1,3503,41220,21,101948124,101989344
CHURC1,60070,91612,14,+,1,3377,20773,4,65381140,65401913
CIAO1,9256,9391,2,+,1,4029,8016,7,96931884,96939900
CIAPIN1,36297,57019,16,-,1,2096,19282,9,57462087,57481369
CIB1,10372,10519,15,-,1,970,3802,7,90773477,90777279
CIB2,10371,10518,15,-,1,1541,26887,6,78396991,78423878
CIB3,78573,117286,19,-,1,655,12107,6,16272179,16284286
CIB4,79407,130106,2,-,1,738,60138,7,26804073,26864211
CIC,22907,23152,19,+,1,5453,11132,20,42788817,42799949
CIDEA,1141,1149,18,+,2,1292,23255,5,12254339,12277594
CIDEB,26886,27141,14,-,1,2235,6183,7,24774393,24780576
CIDEC,40567,63924,3,-,4,1207,12945,6,9908394,9921339
CIDECP,81058,152302,3,-,1,800,8583,3,10059237,10067820
CIITA,4236,4261,16,+,1,4634,47785,20,10971055,11018840
CILP,8418,8483,15,-,1,4459,15503,9,65488337,65503840
CILP2,80680,148113,19,+,1,4191,8394,8,19649074,19657468
CINP,NA,NA,14,-,3,974,14634,5,102814619,102829253
CIR1,9400,9541,2,-,1,1783,47565,10,175212878,175260443
CIRBP,1144,1153,19,+,3,3089,5542,7,1269267,1274809
CIRH1A,59106,84916,16,+,1,2237,36438,17,69166499,69202937
CISD1,35135,55847,10,+,1,2072,20124,3,60028895,60049019
CISD2,149565,493856,4,+,1,5888,23828,3,103790135,103813963
CISD3,94178,284106,17,+,1,2632,5348,4,36886510,36891858
CISH,1145,1154,3,-,2,2186,5377,4,50643885,50649262
CIT,10954,11113,12,-,1,8529,191494,47,120123598,120315092
CITED1,4409,4435,X,-,4,916,4812,3,71521488,71526300
CITED2,10223,10370,6,-,3,1790,2102,2,139693397,139695499
CITED4,81608,163732,1,-,1,1290,1290,1,41326728,41328018
CIZ1,25541,25792,9,-,5,2846,25524,17,130928344,130953868
CKAP2,26333,26586,13,+,2,3726,21268,9,53029495,53050763
CKAP2L,80894,150468,2,-,1,3264,26810,9,113495444,113522254
CKAP4,10812,10970,12,-,1,3034,10054,2,106631659,106641713
CKAP5,9649,9793,11,-,2,6564,102759,44,46765084,46867843
CKB,1143,1152,14,-,1,1423,3174,8,103985996,103989170
CKLF,30674,51192,16,+,5,564,13499,3,66586472,66599971
CKM,1149,1158,19,-,1,1648,16562,8,45809671,45826233
CKMT1A,149624,548596,15,+,1,1769,6336,10,43985084,43991420
CKMT1B,1150,1159,15,+,1,1769,6352,10,43885252,43891604
CKMT2,1151,1160,5,+,3,1472,33078,10,80529139,80562217
CKS1B,1154,1163,1,+,2,867,4607,3,154947118,154951725
CKS2,1155,1164,9,+,1,610,5505,3,91926113,91931618
CLASP1,23087,23332,2,-,3,7876,311700,39,122095352,122407052
CLASP2,22877,23122,3,-,1,7221,222109,38,33537739,33759848
CLASRP,NA,NA,19,+,1,2213,31916,21,45542298,45574214
CLC,1169,1178,19,-,1,626,6773,4,40221895,40228668
CLCA1,1170,1179,1,+,1,3106,31448,14,86934526,86965974
CLCA2,9491,9635,1,+,1,4010,32471,14,86889769,86922240
CLCA3P,9485,9629,1,+,1,3397,21100,15,87099959,87121059
CLCA4,22558,22802,1,+,2,3140,33673,14,87012759,87046432
CLCC1,22910,23155,1,-,2,4743,33981,12,109472130,109506111
CLCF1,23284,23529,11,-,2,1798,9788,3,67131639,67141427
CLCN1,1171,1180,7,+,1,3070,35878,23,143013219,143049097
CLCN2,1172,1181,3,-,4,3146,15415,24,184063976,184079391
CLCN3,1173,1182,4,+,2,4000,100435,14,170541722,170642157
CLCN4,1174,1183,X,+,1,6775,80714,13,10124985,10205699
CLCN5,1175,1184,X,+,3,9834,176667,15,49687225,49863892
CLCN6,1176,1185,1,+,4,1114,22610,12,11866207,11888818
CLCN7,1177,1186,16,-,2,4164,30150,24,1494935,1525085
CLCNKA,1178,1187,1,+,2,2514,12059,20,16348486,16360545
CLCNKB,1179,1188,1,+,2,2346,11038,16,16372766,16383803
CLDN1,8953,9076,3,-,1,3448,16745,4,190023490,190040235
CLDN10,8949,9071,13,+,3,2596,146157,5,96085853,96232010
CLDN11,4978,5010,3,+,2,2593,14638,3,170137840,170152479
CLDN12,8947,9069,7,+,3,3618,12620,3,90032648,90045268
CLDN14,23316,23562,21,-,5,1449,19468,3,37832920,37852388
CLDN15,23897,24146,7,-,2,1745,6291,6,100875373,100881664
CLDN16,10539,10686,3,+,1,3268,24271,5,190105661,190129932
CLDN17,26033,26285,21,-,1,730,730,1,31538241,31538971
CLDN18,30690,51208,3,+,2,3350,29162,5,137723332,137752494
CLDN19,80789,149461,1,-,3,3514,7161,4,43198764,43205925
CLDN2,8952,9075,X,+,3,2985,12501,2,106161590,106174091
CLDN20,29971,49861,6,+,1,1207,12535,2,155585147,155597682
CLDN22,33147,53842,4,-,1,2707,2707,1,184239220,184241927
CLDN23,79687,137075,8,+,1,1951,1951,1,8559666,8561617
CLDN24,NA,NA,4,-,1,662,662,1,184242917,184243579
CLDN25,NA,NA,11,+,1,689,689,1,113650518,113651207
CLDN3,1356,1365,7,-,1,1273,1273,1,73183327,73184600
CLDN4,1355,1364,7,+,1,1822,1822,1,73245193,73247015
CLDN5,7079,7122,22,-,2,2006,2313,2,19510547,19512860
CLDN6,8951,9074,16,-,1,1368,3475,2,3064713,3068188
CLDN7,1357,1366,17,-,3,1921,3042,4,7163222,7166264
CLDN8,8950,9073,21,-,1,2145,2145,1,31586324,31588469
CLDN9,8957,9080,16,+,1,2049,2049,1,3062457,3064506
CLDND1,35929,56650,3,-,6,2200,7593,5,98234317,98241910
CLDND2,79078,125875,19,-,1,970,1905,4,51870352,51872257
CLEC10A,10315,10462,17,-,2,1726,5744,9,6977856,6983600
CLEC11A,6285,6320,19,+,1,1403,2376,4,51226605,51228981
CLEC12A,81468,160364,12,+,2,1500,14186,6,10124008,10138194
CLEC12B,122730,387837,12,+,2,2148,7742,6,10163231,10170974
CLEC14A,81491,161198,14,-,1,2255,2255,1,38723319,38725574
CLEC16A,23029,23274,16,+,1,6868,237701,23,11038345,11276046
CLEC17A,123003,388512,19,+,1,1984,28055,12,14693896,14721951
CLEC18A,110371,348174,16,+,2,1882,13171,13,69984718,69997889
CLEC18B,142310,497190,16,-,1,1930,12839,13,74442529,74455368
CLEC18C,94129,283971,16,+,1,1958,12870,12,70207928,70220798
CLEC1A,30748,51267,12,-,1,1773,28525,6,10223080,10251605
CLEC1B,30747,51266,12,-,2,915,6237,6,10145662,10151899
CLEC2A,122729,387836,12,-,1,911,19154,5,10065826,10084980
CLEC2B,9832,9976,12,-,1,2033,17490,5,10004968,10022458
CLEC2D,28856,29121,12,+,6,5210,29842,4,9822308,9852151
CLEC2L,81202,154790,7,+,1,1283,21057,5,139208674,139229731
CLEC3A,9998,10143,16,+,1,1932,9555,3,78056443,78065998
CLEC3B,7080,7123,3,+,1,849,9804,3,45067759,45077563
CLEC4A,30340,50856,12,+,4,1168,14975,5,8276228,8291203
CLEC4C,81803,170482,12,-,2,1261,20058,6,7882011,7902069
CLEC4D,109359,338339,12,+,1,1928,8824,6,8666136,8674960
CLEC4E,26001,26253,12,-,1,2152,7657,6,8685901,8693558
CLEC4F,81662,165530,2,-,1,2466,11955,7,71035777,71047732
CLEC4G,109670,339390,19,-,1,1351,3214,9,7793843,7797057
CLEC4GP1,133676,440508,19,+,1,1928,3528,7,7852370,7855898
CLEC4M,10186,10332,19,+,12,1822,6456,6,7828035,7834491
