Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism part]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Term Source REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism part]
endometrium_4a	ERS326986	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V143	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	361	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_123C_index19	sequencing assay	group 21	ERX288619	1_130213_BH07P4ADXX_P282_123C_index19_2.fastq.gz	1_130213_BH07P4ADXX_P282_123C_index19_2.fastq.gz	ERR315438	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315438/ERR315438_2.fastq.gz	26f973d095461acb4d1f18e9a41b77e6	102	209	endometrium
endometrium_4a	ERS326986	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V143	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	361	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_123C_index19	sequencing assay	group 21	ERX288548	2_130213_BH07P4ADXX_P282_123C_index19_1.fastq.gz	2_130213_BH07P4ADXX_P282_123C_index19_1.fastq.gz	ERR315386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315386/ERR315386_1.fastq.gz	963f8177a3f7c64a8e469e0155a75867	102	209	endometrium
endometrium_4a	ERS326986	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V143	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	361	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_123C_index19	sequencing assay	group 21	ERX288548	2_130213_BH07P4ADXX_P282_123C_index19_2.fastq.gz	2_130213_BH07P4ADXX_P282_123C_index19_2.fastq.gz	ERR315386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315386/ERR315386_2.fastq.gz	a36d50ba259678525f37029ace6c0da4	102	209	endometrium
endometrium_4b	ERS326937	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V165	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	412	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_124B_index20	sequencing assay	group 22	ERX288479	1_130213_BH07P4ADXX_P282_124B_index20_1.fastq.gz	1_130213_BH07P4ADXX_P282_124B_index20_1.fastq.gz	ERR315433	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_1.fastq.gz	466b256d9d554f87b742a4afca0e79ca	102	209	endometrium
endometrium_4b	ERS326937	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V165	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	412	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_124B_index20	sequencing assay	group 22	ERX288479	1_130213_BH07P4ADXX_P282_124B_index20_2.fastq.gz	1_130213_BH07P4ADXX_P282_124B_index20_2.fastq.gz	ERR315433	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_2.fastq.gz	2c6c5ffdddf34ad923b9cdc272fbc04b	102	209	endometrium
endometrium_4b	ERS326937	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V165	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	412	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_124B_index20	sequencing assay	group 22	ERX288505	2_130213_BH07P4ADXX_P282_124B_index20_1.fastq.gz	2_130213_BH07P4ADXX_P282_124B_index20_1.fastq.gz	ERR315368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315368/ERR315368_1.fastq.gz	5daf0b9394de87397f783bfd4f05bcbe	102	209	endometrium
endometrium_4b	ERS326937	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V165	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	412	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_124B_index20	sequencing assay	group 22	ERX288505	2_130213_BH07P4ADXX_P282_124B_index20_2.fastq.gz	2_130213_BH07P4ADXX_P282_124B_index20_2.fastq.gz	ERR315368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315368/ERR315368_2.fastq.gz	56246b194a76b69b5b488ef90628d792	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_BH04NDADXX_P414_119_index3	sequencing assay	group 23	ERX288506	1_130227_BH04NDADXX_P414_119_index3_1.fastq.gz	1_130227_BH04NDADXX_P414_119_index3_1.fastq.gz	ERR315490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315490/ERR315490_1.fastq.gz	a72754246a6b8b513f583bb9e232dfd5	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_BH04NDADXX_P414_119_index3	sequencing assay	group 23	ERX288506	1_130227_BH04NDADXX_P414_119_index3_2.fastq.gz	1_130227_BH04NDADXX_P414_119_index3_2.fastq.gz	ERR315490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315490/ERR315490_2.fastq.gz	12131540b86a8d04141ee7bebe3f100d	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130321_BH0CD3ADXX_P414_119_index3	sequencing assay	group 23	ERX288562	1_130321_BH0CD3ADXX_P414_119_index3_1.fastq.gz	1_130321_BH0CD3ADXX_P414_119_index3_1.fastq.gz	ERR315495	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_1.fastq.gz	7b0316cfebd7fbc261ffc662053cbbd5	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130321_BH0CD3ADXX_P414_119_index3	sequencing assay	group 23	ERX288562	1_130321_BH0CD3ADXX_P414_119_index3_2.fastq.gz	1_130321_BH0CD3ADXX_P414_119_index3_2.fastq.gz	ERR315495	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_2.fastq.gz	4a5e9d41fc99ba47863a096e20281390	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_BH04NDADXX_P414_119_index3	sequencing assay	group 23	ERX288594	2_130227_BH04NDADXX_P414_119_index3_1.fastq.gz	2_130227_BH04NDADXX_P414_119_index3_1.fastq.gz	ERR315361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315361/ERR315361_1.fastq.gz	789b7ff4419a0bea68d9868518bb5237	102	209	endometrium
endometrium_5a	ERS326960	organism part	endometrium	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V200	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	488	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_BH04NDADXX_P414_119_index3	sequencing assay	group 23	ERX288594	2_130227_BH04NDADXX_P414_119_index3_2.fastq.gz	2_130227_BH04NDADXX_P414_119_index3_2.fastq.gz	ERR315361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315361/ERR315361_2.fastq.gz	2044f4bff14b58735df33be49aecc71d	102	209	endometrium
esophagus_5a	ERS326935	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V183	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	522	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_106_index14	sequencing assay	group 24	ERX288477	1_130227_AH07FFADXX_P414_106_index14_1.fastq.gz	1_130227_AH07FFADXX_P414_106_index14_1.fastq.gz	ERR315434	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_1.fastq.gz	f788c293ea0278b11bbd1e556df314f3	102	209	esophagus
esophagus_5a	ERS326935	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V183	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	522	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_106_index14	sequencing assay	group 24	ERX288477	1_130227_AH07FFADXX_P414_106_index14_2.fastq.gz	1_130227_AH07FFADXX_P414_106_index14_2.fastq.gz	ERR315434	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_2.fastq.gz	901091ef1c6a5c208e7144656cd1fda7	102	209	esophagus
esophagus_5a	ERS326935	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V183	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	522	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_106_index14	sequencing assay	group 24	ERX288510	2_130227_AH07FFADXX_P414_106_index14_1.fastq.gz	2_130227_AH07FFADXX_P414_106_index14_1.fastq.gz	ERR315489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315489/ERR315489_1.fastq.gz	e2740dcd6a13d934dd77d12e65fa4aba	102	209	esophagus
esophagus_5a	ERS326935	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V183	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	522	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_106_index14	sequencing assay	group 24	ERX288510	2_130227_AH07FFADXX_P414_106_index14_2.fastq.gz	2_130227_AH07FFADXX_P414_106_index14_2.fastq.gz	ERR315489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315489/ERR315489_2.fastq.gz	7e0471148b0b6a144d4be160ba3d87e8	102	209	esophagus
esophagus_5b	ERS326969	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V184	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	513	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_107_index15	sequencing assay	group 25	ERX288521	1_130227_AH07FFADXX_P414_107_index15_1.fastq.gz	1_130227_AH07FFADXX_P414_107_index15_1.fastq.gz	ERR315362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315362/ERR315362_1.fastq.gz	472bd9430d0c1bfbb62c8f82429e82e5	102	209	esophagus
esophagus_5b	ERS326969	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V184	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	513	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_107_index15	sequencing assay	group 25	ERX288521	1_130227_AH07FFADXX_P414_107_index15_2.fastq.gz	1_130227_AH07FFADXX_P414_107_index15_2.fastq.gz	ERR315362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315362/ERR315362_2.fastq.gz	a35cfc9a115d9b6bf37f02bc6aeb79c2	102	209	esophagus
esophagus_5b	ERS326969	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V184	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	513	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_107_index15	sequencing assay	group 25	ERX288566	2_130227_AH07FFADXX_P414_107_index15_1.fastq.gz	2_130227_AH07FFADXX_P414_107_index15_1.fastq.gz	ERR315411	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_1.fastq.gz	74bfc2d9fa4e0cd1bbc6e0690271c18c	102	209	esophagus
esophagus_5b	ERS326969	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V184	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	513	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_107_index15	sequencing assay	group 25	ERX288566	2_130227_AH07FFADXX_P414_107_index15_2.fastq.gz	2_130227_AH07FFADXX_P414_107_index15_2.fastq.gz	ERR315411	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_2.fastq.gz	bf7a7baf28c8aaa79ff35ddc80d2e1df	102	209	esophagus
esophagus_5c	ERS326944	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V185	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	584	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_108_index16	sequencing assay	group 26	ERX288486	1_130227_AH07FFADXX_P414_108_index16_1.fastq.gz	1_130227_AH07FFADXX_P414_108_index16_1.fastq.gz	ERR315472	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_1.fastq.gz	decae83e983cef11efd04ad839cd45b2	102	209	esophagus
esophagus_5c	ERS326944	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V185	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	584	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_108_index16	sequencing assay	group 26	ERX288486	1_130227_AH07FFADXX_P414_108_index16_2.fastq.gz	1_130227_AH07FFADXX_P414_108_index16_2.fastq.gz	ERR315472	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_2.fastq.gz	2efd24ad58d3c633ea24bca66bff3bb8	102	209	esophagus
esophagus_5c	ERS326944	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V185	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	584	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_108_index16	sequencing assay	group 26	ERX288503	2_130227_AH07FFADXX_P414_108_index16_1.fastq.gz	2_130227_AH07FFADXX_P414_108_index16_1.fastq.gz	ERR315398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315398/ERR315398_1.fastq.gz	1b6d08a64569dc287004b286f147e483	102	209	esophagus
esophagus_5c	ERS326944	organism part	esophagus	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V185	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	584	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130227_AH07FFADXX_P414_108_index16	sequencing assay	group 26	ERX288503	2_130227_AH07FFADXX_P414_108_index16_2.fastq.gz	2_130227_AH07FFADXX_P414_108_index16_2.fastq.gz	ERR315398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315398/ERR315398_2.fastq.gz	700e6965eedf84194f196fa1ec5afdf3	102	209	esophagus
fat_a	ERS326974	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	423	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	6_121030_BD1FJ4ACXX_P189_101_index1	sequencing assay	group 27	ERX288527	6_121030_BD1FJ4ACXX_P189_101_index1_1.fastq.gz	6_121030_BD1FJ4ACXX_P189_101_index1_1.fastq.gz	ERR315332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315332/ERR315332_1.fastq.gz	89cf3a825a592c88c72bcdc75f2c062a	102	209	adipose tissue
fat_a	ERS326974	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	423	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	6_121030_BD1FJ4ACXX_P189_101_index1	sequencing assay	group 27	ERX288527	6_121030_BD1FJ4ACXX_P189_101_index1_2.fastq.gz	6_121030_BD1FJ4ACXX_P189_101_index1_2.fastq.gz	ERR315332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315332/ERR315332_2.fastq.gz	a39ac009d20218cb791a4c687d53d6da	102	209	adipose tissue
fat_e	ERS326933	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V20	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	483	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_120522_AC0R42ACXX_P189_117_index1	sequencing assay	group 28	ERX288475	5_120522_AC0R42ACXX_P189_117_index1_1.fastq.gz	5_120522_AC0R42ACXX_P189_117_index1_1.fastq.gz	ERR315343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315343/ERR315343_1.fastq.gz	cfc162af0703588e3274939a40e36165	102	209	adipose tissue
fat_e	ERS326933	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V20	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	483	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_120522_AC0R42ACXX_P189_117_index1	sequencing assay	group 28	ERX288475	5_120522_AC0R42ACXX_P189_117_index1_2.fastq.gz	5_120522_AC0R42ACXX_P189_117_index1_2.fastq.gz	ERR315343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315343/ERR315343_2.fastq.gz	faf2ef4714b13ecbb59e95fce09f9d5e	102	209	adipose tissue
fat_e	ERS326933	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V20	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	483	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	7_120626_AD14MLACXX_P189_117_index1	sequencing assay	group 28	ERX288490	7_120626_AD14MLACXX_P189_117_index1_1.fastq.gz	7_120626_AD14MLACXX_P189_117_index1_1.fastq.gz	ERR315342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315342/ERR315342_1.fastq.gz	ba1befa33112ad18ae2766598acc595a	102	209	adipose tissue
fat_e	ERS326933	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V20	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	483	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	7_120626_AD14MLACXX_P189_117_index1	sequencing assay	group 28	ERX288490	7_120626_AD14MLACXX_P189_117_index1_2.fastq.gz	7_120626_AD14MLACXX_P189_117_index1_2.fastq.gz	ERR315342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315342/ERR315342_2.fastq.gz	bb055dab560531af89b288cd193de2dd	102	209	adipose tissue
fat_x1	ERS326953	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V2	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	411	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_120522_AC0R42ACXX_P189_102_index2	sequencing assay	group 29	ERX288508	2_120522_AC0R42ACXX_P189_102_index2_1.fastq.gz	2_120522_AC0R42ACXX_P189_102_index2_1.fastq.gz	ERR315431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315431/ERR315431_1.fastq.gz	c7024c51fdcb139f3f69dee936692fdf	102	209	adipose tissue
fat_x1	ERS326953	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V2	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	411	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_120522_AC0R42ACXX_P189_102_index2	sequencing assay	group 29	ERX288508	2_120522_AC0R42ACXX_P189_102_index2_2.fastq.gz	2_120522_AC0R42ACXX_P189_102_index2_2.fastq.gz	ERR315431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315431/ERR315431_2.fastq.gz	603d55702d5384eb18ee818ff3c7e9d6	102	209	adipose tissue
fat_x1	ERS326953	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V2	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	411	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	8_120626_AD14MLACXX_P189_102_index2	sequencing assay	group 29	ERX288497	8_120626_AD14MLACXX_P189_102_index2_1.fastq.gz	8_120626_AD14MLACXX_P189_102_index2_1.fastq.gz	ERR315378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315378/ERR315378_1.fastq.gz	26cac980d7be5f3615cf9e92a2ca8a6e	102	209	adipose tissue
fat_x1	ERS326953	organism part	adipose tissue	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V2	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	411	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	8_120626_AD14MLACXX_P189_102_index2	sequencing assay	group 29	ERX288497	8_120626_AD14MLACXX_P189_102_index2_2.fastq.gz	8_120626_AD14MLACXX_P189_102_index2_2.fastq.gz	ERR315378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315378/ERR315378_2.fastq.gz	d8566c7cfd8c67afb892fc296cbd2ffa	102	209	adipose tissue
gallbladder_5a	ERS326965	organism part	gallbladder	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V179	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	487	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130227_AH07FFADXX_P414_104_index12	sequencing assay	group 30	ERX288642	1_130227_AH07FFADXX_P414_104_index12_1.fastq.gz	1_130227_AH07FFADXX_P414_104_index12_1.fastq.gz	ERR315470	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315470/ERR315470_1.fastq.gz	d7b3388d4d86fa7fbcf920880dd88feb	102	209	gallbladder
